source,target,uid
"8,7,21,12,139,128,489,4,2","12,205,1399,164,1180,4,2",9407
"5,6,10,13,1615,4,2","5,11,6,7,19,3400,4,2",3041
"11,9,304,12,344,15,443,4,2","10,14,452,84,854,22,185,4,2",8622
"11,9,24,62,4,2","759,250,14,41,106,4,2",1302
"5,6,111,34,5,6,21,12,285,194,75,4,2","5,6,161,75,18,5,35,82,318,1776,4,2",11896
"8,7,395,4,2","8,15,497,4,2",1224
"17,9,1814,20,250,4,2","23,14,17,255,4,2",8078
"8,7,163,46,5,6,4,2","8,15,30,107,18,39,4,2",6837
"19,7,208,369,45,20,15,1232,309,4,2","40,2896,100,61,22,1498,4,2",11959
"8,7,10,29,27,131,4,2","8,1380,7,233,46,58,4,2",7247
"8,7,462,4,2","12,136,9,22,212,4,2",2722
"5,6,21,12,635,23,13,109,1301,4,2","5,35,960,19,171,449,4,2",9943
"8,7,1275,4,2","8,15,36,865,4,2",1597
"11,9,277,38,15,1742,4,2","10,14,2434,90,24,2456,4,2",6412
"8,7,634,15,616,4,2","8,11,4056,7,4,2",7295
"14,7,21,12,671,4,2","13,3726,4,2",5180
"17,9,10,186,16,67,2876,4,2","23,232,7,192,9,81,4878,4,2",11196
"17,9,10,1014,121,4,2","23,42,7,2508,149,4,2",7155
"11,9,315,13,439,12,51,441,45,4,2","10,14,17,38,1087,31,427,16,154,403,4,2",11727
"5,6,47,5,2678,233,192,4,2","5,127,178,1296,170,175,9,252,4,2",9896
"8,7,18,966,4,2","8,15,26,2274,4,2",4116
"5,6,80,262,4,2","5,6,470,4,2",3001
"5,6,10,1320,4,2","5,11,377,7,9,3503,4,2",3701
"8,7,18,601,4,2","8,15,26,3464,4,2",3484
"8,7,844,4,2","8,15,3552,4,2",3966
"8,7,40,838,4,2","8,15,44,3461,4,2",3437
"5,6,26,22,5,59,10,393,142,4,2","5,6,47,25,5,11,224,7,24,183,4,2",10023
"5,6,64,36,62,4,2","5,6,57,94,151,4,2",5638
"5,6,13,530,31,4,2","5,6,19,479,54,4,2",4250
"8,7,360,4,2","8,15,751,4,2",799
"5,6,40,50,12,206,4,2","5,6,44,222,28,907,4,2",6167
"14,7,1676,1677,4,2","13,1714,24,3617,4,2",4545
"14,7,21,1298,4,2","13,13,549,16,2164,4,2",2599
"8,7,18,470,4,2","8,15,56,2382,4,2",5342
"8,7,18,35,4,2","8,15,26,111,4,2",2798
"5,6,756,46,8,4,2","5,6,30,359,18,8,4,2",5005
"5,6,21,12,1198,15,213,2925,4,2","5,35,1699,4951,9,269,4,2",11421
"14,7,12,223,29,853,4,2","13,3718,16,2366,802,4,2",5155
"5,6,13,132,22,91,11,9,10,4,2","5,6,210,25,129,93,25,206,4,2",8682
"8,7,1589,4,2","12,3261,4,2",2138
"5,6,42,12,72,55,4,2","5,35,564,4,2",4252
"11,9,13,177,422,4,2","10,14,170,98,338,4,2",1286
"14,7,1308,41,4,2","13,21,17,38,9,24,1294,4,2",3208
"11,9,58,35,61,4,2","10,14,60,340,4,2",6924
"5,6,37,25,8,73,185,4,2","5,6,73,18,12,1849,257,4,2",7971
"11,9,64,193,4,2","10,14,66,3375,4,2",2900
"5,6,263,4,2","5,6,17,38,9,537,4,2",385
"5,6,1362,15,626,4,2","3781,806,4,2",5517
"5,6,10,58,193,4,2","5,11,6,7,60,17,147,4,2",4955
"8,7,1479,20,345,665,4,2","12,20,9,235,4621,17,182,461,4,2",10152
"5,6,787,10,36,62,4,2","5,11,6,727,7,94,151,4,2",9179
"5,6,21,1640,4,2","5,35,17,305,4,2",3666
"5,6,26,22,5,59,10,320,8,4,2","5,6,72,25,5,11,8,1485,7,4,2",10314
"5,6,154,380,121,4,2","37,678,25,149,4,2",4227
"8,7,18,462,25,8,44,108,106,4,2","12,136,141,9,212,178,9,1933,162,4,2",12086
"14,7,10,342,4,2","13,11,21,7,9,22,135,333,4,2",2621
"5,6,644,4,2","5,6,1943,4,2",81
"5,6,1534,4,2","5,6,3062,4,2",965
"5,6,21,12,311,8,13,1037,4,2","5,35,52,196,19,839,4,2",9592
"11,9,10,92,11,100,12,54,4,2","10,42,30,199,84,573,4,2",8637
"8,7,820,4,2","8,15,3257,4,2",2128
"11,9,31,23,33,4,2","10,14,54,28,39,4,2",2305
"5,6,10,104,12,52,125,4,2","5,11,6,30,293,53,62,4,2",9619
"11,9,1632,4,2","10,51,44,228,17,1678,4,2",3592
"5,6,137,12,687,52,74,373,4,2","698,9,1109,22,274,9,62,4,2",9305
"14,7,79,55,16,31,4,2","13,474,482,4,2",7727
"5,6,40,179,12,59,25,4,2","37,44,4025,28,64,65,4,2",7125
"5,6,111,35,29,1116,4,2","5,6,189,83,17,1656,4,2",6609
"8,7,13,1310,4,2","8,15,19,1670,4,2",3326
"11,9,13,210,76,1445,4,2","81,4297,14,304,4,2",8600
"5,6,36,934,4,2","5,6,76,1276,4,2",2507
"5,6,21,12,2735,32,1220,4,2","5,35,4647,33,1774,4,2",10266
"5,6,1558,4,2","5,6,1597,4,2",1443
"11,9,186,16,51,1728,4,2","10,51,192,9,81,2427,4,2",6901
"5,6,29,15,2313,4,2","5,6,71,3779,4,2",5504
"14,7,38,15,138,77,4,2","13,21,90,24,476,9,22,140,4,2",6247
"8,7,58,518,4,2","12,20,60,1045,4,2",5836
"5,6,18,50,22,91,5,73,10,158,12,672,4,2","5,6,26,97,25,129,5,5041,7,16,601,4,2",11688
"14,7,1710,521,4,2","13,21,507,9,2367,4,2",5168
"5,6,817,4,2","5,32,1598,4,2",1456
"5,6,198,20,139,30,52,4,2","5,6,195,360,9,62,4,2",8739
"8,7,57,498,130,4,2","8,15,31,128,975,4,2",8180
"5,6,10,120,493,4,2","5,123,7,146,206,30,4,2",5599
"5,6,26,22,41,78,10,893,124,4,2","5,6,47,25,65,11,92,2769,7,4,2",10320
"11,9,18,339,12,33,4,2","10,14,26,660,53,39,4,2",5415
"5,6,21,12,497,24,188,4,2","5,35,270,79,193,4,2",7009
"11,9,286,33,4,2","10,14,168,39,4,2",860
"5,6,56,80,396,4,2","5,6,287,3784,4,2",5551
"5,6,37,8,296,207,41,4,2","5,6,284,18,8,370,494,24,64,4,2",7973
"5,6,57,456,84,4,2","5,6,1016,4,2",4258
"11,9,13,655,89,4,2","27,19,125,1238,4,2",4705
"5,6,115,42,81,4,2","5,6,399,28,93,4,2",5663
"8,7,18,187,4,2","8,15,56,1643,4,2",3472
"8,7,10,406,119,4,2","12,1694,7,141,4,2",6809
"5,6,511,4,2","5,6,669,4,2",639
"19,7,911,4,2","40,29,2122,4,2",1959
"11,9,470,30,51,173,4,2","10,14,936,53,81,927,4,2",9096
"11,9,38,467,757,4,2","10,14,90,31,454,3765,4,2",5404
"11,9,13,926,4,2","27,19,504,4,2",1288
"17,9,80,1152,76,81,4,2","10,4599,90,23,46,2748,4,2",10054
"5,6,20,610,16,1690,4,2","5,6,307,9,22,181,4,2",7547
"8,7,18,260,4,2","12,20,26,338,4,2",3488
"11,9,18,459,4,2","10,14,56,753,4,2",4757
"5,6,47,17,78,10,797,24,3008,4,2","37,70,246,5089,7,41,5090,4,2",11811
"5,6,1976,30,13,900,256,4,2","5,6,1467,16,19,244,372,4,2",11636
"14,7,80,1709,4,2","13,21,2252,4,2",5166
"14,7,1778,1183,4,2","13,13,4048,4,2",7223
"14,7,10,36,441,4,2","13,11,21,7,334,403,4,2",6280
"17,9,2279,1702,4,2","23,3710,16,22,3711,4,2",5092
"8,7,575,53,4,2","8,158,425,143,4,2",7239
"5,6,26,5,217,8,4,2","5,6,72,9,8,82,600,4,2",5038
"11,9,182,119,168,4,2","10,92,3991,141,219,4,2",6905
"14,7,836,4,2","13,115,9,3430,4,2",3212
"5,6,95,143,4,2","88,69,207,9,907,4,2",3008
"8,7,18,176,4,2","8,15,56,1343,4,2",4107
"8,7,18,573,4,2","12,20,56,675,4,2",4088
"8,7,15,71,39,70,73,59,41,4,2","2548,454,18,55,11,361,24,64,4,2",10692
"17,9,24,190,241,4,2","27,79,256,2400,4,2",5685
"8,7,56,10,15,89,5,762,8,355,4,2","8,43,287,7,22,122,18,5,654,4,2",12014
"14,7,1111,4,2","13,13,1691,3540,4,2",3903
"8,7,18,274,4,2","8,15,26,568,4,2",7821
"8,7,675,550,4,2","12,3829,61,22,1763,4,2",5862
"5,6,10,137,12,596,159,4,2","5,1890,7,9,196,640,18,33,160,4,2",9628
"17,9,10,31,94,4,2","23,42,7,66,99,4,2",4429
"8,7,15,678,39,4,2","12,20,1057,4,2",6307
"11,9,459,4,2","10,14,753,4,2",1712
"14,7,137,12,344,4,2","13,1556,9,392,4,2",4550
"8,7,366,4,2","12,20,1307,4,2",2862
"11,9,13,2229,4,2","10,14,3575,4,2",4175
"19,7,27,959,4,2","40,29,80,688,4,2",3159
"8,7,40,105,4,2","12,3343,44,620,4,2",2665
"8,7,1678,4,2","8,15,2305,4,2",4569
"11,9,496,30,15,1844,4,2","10,2729,24,4544,4,2",9847
"11,9,112,176,46,33,4,2","10,14,30,202,18,39,4,2",7345
"19,7,941,29,477,310,4,2","34,92,1620,4,2",9357
"5,6,10,34,5,1950,226,12,636,31,4,2","5,11,6,7,221,18,5,2809,411,54,4,2",10808
"5,6,65,887,465,74,770,4,2","1922,57,48,949,36,563,4,2",11124
"5,6,61,113,12,25,4,2","88,6,542,4,2",8374
"14,7,10,36,407,4,2","13,11,21,7,334,1741,4,2",5200
"8,7,10,406,33,4,2","8,11,3823,7,4,2",5810
"14,7,533,90,4,2","116,14,1098,313,4,2",4510
"8,7,18,299,4,2","8,15,26,1532,4,2",2836
"5,6,68,12,72,45,4,2","5,6,139,16,165,100,4,2",4370
"17,9,243,122,2878,287,2879,4,2","23,14,239,991,4880,1116,4,2",11199
"5,6,10,77,38,537,4,2","5,11,6,7,16,22,140,48,3941,4,2",6575
"8,7,27,164,4,2","8,15,59,543,4,2",1607
"14,7,127,12,1204,32,2621,4,2","13,582,16,4452,33,4453,4,2",9387
"11,9,426,12,760,4,2","10,14,1744,16,1368,4,2",6452
"8,7,162,4,2","12,20,107,4,2",241
"17,9,1367,15,873,449,69,281,4,2","23,5043,71,968,317,87,827,4,2",11697
"11,9,34,16,332,4,2","10,14,75,9,402,4,2",5408
"17,9,2572,16,24,332,4,2","23,14,852,9,79,1647,4,2",8950
"19,7,276,4,2","40,29,3027,4,2",694
"5,6,10,58,25,126,4,2","5,184,6,7,60,49,332,4,2",9622
"8,7,15,39,25,1038,174,4,2","27,55,67,152,2727,4,2",9831
"8,7,48,197,4,2","8,15,95,262,45,2",3313
"17,9,20,13,1135,535,4,2","23,191,31,574,3948,4,2",6664
"14,7,10,569,4,2","13,11,21,7,1628,4,2",3246
"5,6,1410,69,17,9,180,4,2","5,6,4080,87,23,14,1154,4,2",7404
"8,7,519,4,2","12,20,2049,4,2",1211
"5,6,10,325,4,2","5,11,6,7,296,4,2",3074
"14,7,18,325,30,41,4,2","13,17,21,26,874,4,2",9010
"8,7,58,458,4,2","12,20,60,1785,4,2",6769
"17,9,13,35,170,976,4,2","23,224,68,376,4,2",9312
"8,7,10,104,22,7,8,43,2","8,43,7,1076,25,49,50,2",8568
"5,6,60,22,40,4,2","5,6,324,177,4,2",933
"17,9,787,153,951,4,2","23,51,727,30,9,1822,137,4,2",8455
"5,6,26,23,92,5,102,4,2","47,9,33,18,37,85,4,2",7099
"5,6,34,5,73,59,168,4,2","5,6,150,9,213,64,219,4,2",7108
"5,6,1727,8,12,72,4,2","5,8,3853,16,131,134,4,2",6011
"19,7,42,12,166,4,2","34,29,90,24,253,9,165,4,2",6226
"5,6,31,12,635,23,36,75,4,2","5,6,54,28,2673,76,266,4,2",9220
"5,6,270,12,689,877,4,2","5,174,16,339,779,4,2",9562
"19,7,27,277,4,2","40,1251,80,4,2",3162
"8,7,15,39,70,275,33,4,2","12,20,199,67,245,988,4,2",9457
"11,9,10,68,4,2","10,42,7,139,4,2",1307
"5,6,85,15,53,354,4,2","37,641,22,111,4092,4,2",7485
"5,6,47,8,73,10,59,25,4,2","5,127,18,12,11,1849,7,64,133,4,2",8738
"11,9,20,15,968,4,2","10,14,61,22,443,4,2",4192
"5,6,514,4,2","5,6,2022,4,2",957
"8,7,20,410,293,23,41,4,2","8,17,15,17,185,307,4,2",10908
"8,7,27,1652,4,2","8,15,59,36,2256,4,2",3946
"5,6,147,12,83,8,4,2","5,6,722,9,52,103,4,2",7113
"5,6,716,4,2","5,6,1939,4,2",51
"8,7,1244,4,2","152,3169,4,2",1674
"5,6,20,13,35,305,121,4,2","5,6,9,111,697,149,4,2",7013
"5,6,58,1344,55,4,2","5,6,60,2335,4,2",6619
"5,6,1035,12,24,254,595,4,2","5,6,17,1182,16,79,569,651,4,2",9571
"5,6,10,60,53,45,4,2","5,11,6,7,177,25,16,447,4,2",6104
"8,7,10,20,610,4,2","33,42,7,55,67,3744,4,2",5271
"5,6,36,1351,726,4,2","5,6,76,30,107,2352,4,2",5069
"5,6,21,12,892,8,194,1022,4,2","5,35,8,1918,19,98,9,1158,4,2",10784
"14,7,1086,4,2","13,21,3326,4,2",2585
"14,7,155,194,1140,153,32,590,4,2","13,115,36,609,25,33,198,4,2",11856
"5,6,13,731,4,2","5,6,3122,4,2",1344
"8,7,1326,4,2","12,20,3549,4,2",3957
"5,6,182,35,4,2","5,32,203,68,4,2",2405
"14,7,40,105,4,2","13,21,44,17,142,4,2",1594
"11,9,10,13,548,4,2","33,42,7,19,657,4,2",1738
"19,7,164,29,8,4,2","40,29,2243,168,55,4,2",3812
"17,9,835,4,2","23,14,1662,4,2",3121
"5,6,21,12,478,4,2","5,35,601,4,2",2952
"5,6,21,12,420,52,13,1119,4,2","5,35,455,19,1074,16,62,4,2",8840
"5,6,26,4,2","47,45,2",117
"5,6,37,8,7,24,62,4,2","5,32,104,18,8,291,41,106,4,2",7522
"11,9,47,16,625,4,2","10,51,70,36,634,4,2",5910
"5,6,109,31,4,2","5,6,171,25,54,4,2",902
"14,7,734,4,2","13,21,36,1284,4,2",2063
"5,6,26,22,91,5,73,10,72,30,8,4,2","47,25,129,5,11,173,7,257,53,8,4,2",10834
"19,7,864,32,138,4,2","34,237,61,130,812,4,2",6705
"14,7,10,701,159,4,2","13,384,7,4283,640,18,33,160,4,2",8518
"11,9,233,16,13,731,4,2","27,19,1089,877,4,2",9102
"11,9,10,28,197,28,11,889,4,2","10,42,7,74,1135,84,17,51,515,4,2",9511
"14,7,1526,4,2","13,21,2001,4,2",1092
"8,7,932,4,2","8,15,883,4,2",1612
"11,9,36,62,4,2","27,76,106,4,2",2334
"5,6,822,49,4,2","5,6,189,148,4,2",2403
"5,6,395,4,2","5,6,741,4,2",170
"8,7,40,157,38,419,4,2","12,20,44,292,53,55,4,2",8594
"5,6,927,76,852,4,2","5,6,2065,89,48,616,4,2",6033
"5,6,147,12,83,8,4,2","5,6,1812,9,8,103,4,2",7116
"5,6,10,481,4,2","5,11,6,7,853,4,2",1848
"8,7,40,63,23,33,4,2","8,15,44,114,28,39,4,2",5859
"11,9,20,172,45,4,2","10,14,61,24,760,4,2",4742
"8,7,211,4,2","12,20,540,4,2",825
"11,9,293,23,15,1224,4,2","10,14,307,9,259,2800,4,2",10714
"14,7,55,16,1342,4,2","13,21,16,215,9,2332,4,2",5203
"11,9,57,835,89,4,2","27,31,122,1662,4,2",7870
"8,7,809,4,2","12,20,1993,4,2",2203
"8,7,52,74,236,22,53,43,2","8,15,48,774,9,62,25,77,7,50,2",9022
"11,9,161,496,30,142,1494,4,2","10,14,755,17,1925,1036,4,2",11931
"8,7,10,40,105,4,2","8,43,7,44,17,142,4,2",4610
"19,7,27,20,181,4,2","34,29,59,300,4,2",5122
"17,9,18,3056,12,3057,1439,4,2","23,14,26,5165,16,22,1862,5166,4,2",12009
"14,7,36,287,952,4,2","13,21,94,1116,900,4,2",5223
"17,9,20,478,30,13,276,4,2","23,14,71,465,25,4129,4,2",7686
"19,7,27,1618,4,2","33,29,59,36,1664,4,2",3160
"14,7,18,49,4,2","13,21,26,73,4,2",2646
"5,6,239,4,2","5,6,468,4,2",539
"5,6,37,25,501,8,49,4,2","5,6,201,18,65,8,589,148,4,2",9203
"19,7,662,4,2","34,92,3321,4,2",2525
"5,6,13,1268,23,128,758,4,2","5,6,1889,9,2700,28,164,1153,4,2",9554
"5,6,58,63,4,2","5,6,60,114,4,2",1442
"14,7,10,197,4,2","13,11,21,7,1561,4,2",2626
"5,6,259,4,2","58,110,68,4,2",23
"5,6,58,147,52,74,10,31,4,2","5,6,60,329,18,62,11,160,7,54,4,2",11028
"5,6,1530,4,2","5,6,2015,4,2",897
"19,7,180,4,2","33,29,48,1024,4,2",712
"8,7,15,87,4,2","12,20,1341,4,2",4058
"5,6,787,10,36,62,4,2","5,11,6,727,7,76,106,4,2",9180
"5,6,18,60,48,59,10,1225,38,33,4,2","5,6,26,177,25,639,11,289,7,90,39,4,2",10852
"8,7,134,16,27,897,4,2","8,15,4740,9,235,997,4,2",10673
"5,6,10,90,4,2","5,11,6,7,118,4,2",980
"5,6,37,12,54,16,194,75,12,8,4,2","5,6,284,9,213,8,247,4,2",10777
"5,6,13,1530,4,2","5,6,2015,4,2",1340
"19,7,410,16,144,4,2","34,562,185,9,13,4,2",3820
"5,6,182,463,16,50,4,2","5,32,203,189,97,4,2",7491
"11,9,160,69,2223,4,2","10,14,107,87,1080,4,2",4160
"17,9,890,415,17,9,29,77,4,2","27,16,22,140,246,14,22,30,148,4,2",11047
"11,9,279,4,2","10,14,410,4,2",1273
"11,9,13,474,163,46,33,4,2","10,85,31,484,9,30,18,39,4,2",8232
"8,7,10,58,13,992,22,7,8,43,2","12,63,7,60,1123,25,49,50,2",11717
"11,9,20,597,409,4,2","10,14,61,24,760,4,2",2918
"8,7,15,358,89,5,586,25,12,4,2","8,15,22,935,122,16,1197,37,258,65,4,2",11487
"5,6,10,235,4,2","5,96,69,7,204,4,2",2450
"5,6,68,99,8,7,4,2","5,6,226,49,8,1112,4,2",4993
"8,7,13,326,567,4,2","12,20,1107,1722,4,2",6313
"5,6,221,95,4,56,420,33,13,1223,4,2","37,161,138,4,4949,101,31,1919,4,2",11413
"14,7,646,4,2","13,21,17,38,9,1006,4,2",741
"11,9,13,2786,23,98,1747,4,2","10,14,4742,28,24,4743,4,2",10698
"5,6,21,350,135,4,2","5,35,64,36,712,166,4,2",8349
"8,7,205,255,4,2","12,20,58,16,85,811,4,2",6826
"8,7,1082,4,2","8,15,1254,4,2",1693
"5,6,10,13,926,4,2","5,11,6,7,504,4,2",3039
"5,6,154,12,1576,135,4,2","5,354,17,2111,166,4,2",8030
"5,6,18,93,16,24,118,4,2","5,6,26,271,9,41,144,4,2",8443
"17,9,61,23,67,188,1173,4,2","23,176,154,1402,9,193,4,2",10060
"5,6,64,970,76,8,4,2","12,4357,57,4,2",8908
"8,7,821,4,2","8,15,2142,4,2",2151
"5,6,20,15,1128,4,2","5,6,61,24,1333,4,2",3611
"5,6,28,63,28,8,4,2","5,6,74,623,18,55,4,2",2988
"5,6,297,12,83,81,4,2","5,1727,9,24,103,45,2",4859
"17,9,13,718,89,4,2","23,14,214,2328,1200,4,2",5096
"5,6,10,225,12,75,8,4,2","5,11,6,7,432,16,350,4,2",8378
"8,7,10,13,1355,4,2","12,11,3743,7,71,803,36,2373,4,2",5269
"5,6,104,69,44,222,291,4,2","5,6,294,87,37,102,243,4,2",10758
"5,6,47,5,2483,13,276,4,2","5,127,9,4173,4174,4,2",7952
"14,7,20,172,4,2","116,14,61,24,760,4,2",2611
"8,7,10,133,12,223,38,15,114,4,2","8,43,7,825,169,90,24,814,9,121,4,2",11361
"8,7,134,4,2","8,15,225,4,2",461
"14,7,10,692,34,4,2","13,96,21,7,635,683,4,2",6750
"5,6,21,12,2524,81,175,4,2","5,35,4250,4,2",8360
"11,9,201,69,427,4,2","10,14,209,87,861,4,2",5966
"8,7,1175,24,1760,4,2","8,32,3972,22,538,4,2",6784
"5,6,10,31,23,8,4,2","5,11,6,7,99,28,55,4,2",4945
"5,6,1696,1697,4,2","5,6,17,38,3704,36,2345,4,2",4985
"11,9,2790,245,20,13,2791,4,2","10,4749,155,2790,25,17,4750,4,2",10722
"8,7,65,1954,172,4,2","12,965,57,36,343,4,2",10926
"17,9,13,18,195,130,4,2","27,31,26,281,128,4,2",6199
"14,7,178,31,4,2","13,21,17,181,25,54,4,2",2073
"5,6,824,4,2","5,3316,4,2",2469
"5,6,61,23,13,1188,4,2","5,176,19,4108,4,2",7553
"14,7,21,12,83,13,891,2997,317,4,2","13,132,103,19,1364,479,33,198,4,2",11774
"8,7,30,106,4,2","8,15,53,36,330,4,2",4702
"8,7,18,869,4,2","8,15,26,2516,4,2",7252
"5,6,10,13,2165,4,2","5,11,6,7,3404,4,2",3045
"5,6,10,201,22,1466,59,5,1934,12,54,4,2","5,11,6,7,209,25,87,11,4714,7,731,4,2",10551
"8,7,13,326,567,4,2","8,15,1107,2446,4,2",6316
"5,6,53,31,4,2","5,6,101,54,4,2",1445
"8,7,10,25,63,22,52,4,2","8,43,7,49,114,25,62,4,2",7309
"5,6,47,5,2766,15,131,771,4,2","37,70,178,641,24,252,38,4,2",10501
"17,9,66,898,559,46,67,190,241,4,2","23,42,7,400,1058,18,112,182,256,4,2",12005
"14,7,10,413,125,4,2","13,11,21,30,326,4,2",8146
"14,7,20,610,4,2","27,13,67,549,4,2",2038
"5,6,147,8,355,10,171,4,2","5,6,722,493,11,8,817,7,478,4,2",10608
"17,9,488,2324,4,2","23,14,189,3799,4,2",5688
"5,6,26,99,5,356,8,4,2","5,6,47,49,5,8,69,2678,4,2",9264
"5,6,27,2077,4,2","5,6,2063,4,2",1351
"14,7,901,30,541,783,4,2","13,21,655,16,9,1888,834,4,2",11057
"5,6,13,694,2345,105,4,2","5,6,17,142,9,353,3847,4,2",5999
"11,9,286,33,4,2","10,14,168,91,3054,4,2",861
"11,9,47,25,11,78,269,4,2","10,51,70,9,220,4,2",9081
"19,7,719,4,2","40,29,17,38,9,498,4,2",1955
"5,6,80,664,22,7,10,5,43,2","5,6,773,25,206,50,2",9142
"5,6,10,2351,25,4,2","5,11,3865,7,133,4,2",6105
"17,9,268,12,393,866,872,4,2","23,715,187,958,966,4,2",10856
"5,6,200,46,8,4,2","5,6,30,1325,18,55,4,2",5022
"14,7,1134,235,4,2","13,17,115,161,204,4,2",5746
"5,6,13,834,22,40,4,2","5,6,324,19,1348,4,2",4241
"5,6,26,22,91,41,74,56,10,1926,4,2","5,6,47,25,129,27,58,287,1065,4,2",11324
"8,7,18,218,4,2","8,15,26,777,4,2",3457
"5,6,280,4,2","5,6,1568,4,2",1324
"8,7,10,28,103,28,8,100,12,54,4,2","8,43,30,74,409,1927,4,2",11355
"11,9,60,85,233,4,2","10,14,124,16,64,170,175,4,2",7871
"11,9,1806,29,1807,4,2","10,14,819,155,959,1804,4,2",7926
"5,6,10,425,630,4,2","5,11,35,577,320,53,79,193,4,2",7052
"11,9,13,192,89,4,2","27,31,446,122,4,2",3524
"5,6,454,4,2","5,1512,45,2",339
"5,6,230,12,215,8,4,2","791,9,64,76,950,4,2",6608
"14,7,178,4,2","13,21,17,181,4,2",236
"5,6,10,13,210,22,91,13,87,4,2","5,11,6,7,304,25,129,188,4,2",10224
"17,9,100,12,495,4,2","23,14,414,16,92,2439,1139,4,2",6193
"8,7,532,189,4,2","8,15,453,693,4,2",8183
"11,9,20,162,172,4,2","10,14,61,22,1347,4,2",4189
"5,6,143,16,2988,38,13,109,2989,4,2","5,352,16,32,1188,61,31,299,5064,4,2",11759
"14,7,50,16,32,4,2","116,17,51,207,4,2",4548
"19,7,56,23,8,4,2","40,29,101,28,55,4,2",5135
"8,7,10,602,4,2","12,63,7,1557,4,2",2746
"5,6,93,16,80,13,210,4,2","5,6,163,119,1063,4,2",8702
"5,6,26,23,8,4,2","5,6,47,28,55,4,2",3618
"5,6,438,88,30,27,258,1376,4,2","5,6,97,9,59,756,1768,4,2",9573
"5,6,2042,4,2","5,2958,4,2",333
"5,6,36,210,4,2","5,6,76,304,4,2",1911
"5,6,26,5,44,899,8,97,48,376,4,2","5,6,72,9,8,82,85,714,49,733,4,2",11747
"8,7,90,22,7,10,8,43,2","12,20,145,25,77,7,50,2",7270
"19,7,20,172,4,2","40,240,36,550,4,2",3803
"14,7,64,323,4,2","13,21,57,1690,4,2",5210
"5,6,66,62,16,261,4,2","5,11,6,7,76,151,4,2",6088
"11,9,13,167,141,874,4,2","27,19,236,618,202,4,2",7910
"5,6,10,603,4,2","5,6,2195,4,2",3051
"11,9,879,368,4,2","10,11,85,18,92,1857,4,2",8613
"8,7,15,39,4,2","8,15,2136,4,2",2107
"17,9,1464,12,67,291,4,2","23,14,1885,16,154,243,4,2",9733
"14,7,307,12,231,706,4,2","13,21,2371,16,1363,36,830,4,2",10886
"5,6,1360,15,855,4,2","5,32,314,336,9,22,1752,4,2",5476
"5,6,48,265,4,2","5,6,95,1054,45,2",1883
"19,7,18,126,20,1988,4,2","34,29,26,1366,89,2852,4,2",11343
"5,6,10,485,4,2","5,11,6,7,1034,4,2",3057
"17,9,65,1432,346,4,2","23,14,57,1859,917,4,2",8945
"5,6,37,25,501,8,49,4,2","5,6,201,18,65,52,589,73,4,2",9199
"5,6,58,93,16,32,4,2","88,6,60,163,4,2",7093
"17,9,56,624,88,13,1800,4,2","23,85,101,1794,4,2",9340
"14,7,1081,4,2","13,21,2044,4,2",1155
"8,7,10,35,29,32,4,2","12,184,20,7,111,4,2",6804
"5,6,13,177,326,53,45,4,2","5,6,19,98,547,17,33,231,4,2",8331
"5,6,1200,99,5,139,67,4,2","5,32,321,49,5,1802,4,2",8448
"8,7,221,28,160,28,52,4,2","12,20,161,74,107,18,62,4,2",9025
"5,6,50,16,224,4,2","5,6,222,9,58,4,2",6638
"14,7,251,12,15,1315,4,2","13,21,17,38,566,22,1676,4,2",9364
"8,7,119,163,46,52,9,4,2","12,20,68,30,107,18,62,4,2",9809
"5,6,10,36,1118,4,2","5,11,6,7,211,111,4,2",3087
"8,7,1033,32,40,412,4,2","12,78,134,65,44,331,4,2",9028
"5,6,2486,32,590,4,2","5,354,33,198,4,2",7963
"11,9,68,12,101,4,2","10,14,139,16,251,4,2",4158
"8,7,1157,714,4,2","8,15,19,107,239,4,2",5773
"19,7,55,16,384,4,2","40,11,29,7,17,305,4,2",4474
"5,6,182,833,4,2","37,22,484,67,908,4,2",3016
"11,9,564,2756,15,855,4,2","10,1389,17,812,9,22,1752,4,2",10463
"14,7,15,107,169,22,91,266,1151,4,2","13,115,24,135,200,129,21,9,5104,689,4,2",11854
"11,9,31,137,12,1955,88,172,4,2","10,14,54,28,522,22,4803,4,2",10950
"11,9,18,93,16,51,1476,2956,4,2","10,14,26,163,9,112,5022,5023,4,2",11633
"8,7,1605,4,2","12,20,3363,4,2",2785
"19,7,238,27,175,45,4,2","40,29,238,80,692,25,16,428,84,14,4,2",9760
"5,6,1479,18,237,4,2","5,6,2741,26,951,4,2",9995
"11,9,10,122,4,2","10,42,7,239,4,2",873
"11,9,723,4,2","10,14,229,1563,4,2",876
"8,7,65,1954,172,4,2","8,4796,57,36,550,4,2",10927
"11,9,127,29,51,170,4,2","10,261,81,376,4,2",8297
"19,7,278,20,15,476,4,2","34,1737,61,24,1157,4,2",8981
"5,6,2040,22,40,4,2","37,324,1961,137,4,2",294
"11,9,1783,2955,82,51,1218,4,2","10,5021,2525,9,112,1185,4,2",11629
"14,7,21,12,2284,4,2","13,132,783,4,2",5179
"17,9,13,162,2208,4,2","27,31,1972,4,2",3764
"8,7,366,4,2","8,15,1307,4,2",2864
"11,9,184,181,4,2","10,345,99,4,2",4155
"5,6,137,10,12,2321,4,2","698,9,11,7,1517,4,2",5657
