source,target,uid
"24,6,6,4,17,2","17,4,6,6,24,2",8787
"27,14,27,28,28,6,22,24,14,6,21,28,26,26,11,24,9,25,27,10,22,21,16,4,16,11,19,26,17,19,2","19,17,26,19,11,16,4,16,21,22,10,27,25,9,24,11,26,26,28,21,6,14,24,22,6,28,28,27,14,27,2",8788
"8,8,18,17,19,19,15,17,2","17,15,19,19,17,18,8,8,2",8789
"28,24,6,13,10,13,5,17,15,8,12,13,4,6,25,15,23,16,14,24,29,23,19,14,19,6,21,19,22,17,20,27,2","27,20,17,22,19,21,6,19,14,19,23,29,24,14,16,23,15,25,6,4,13,12,8,15,17,5,13,10,13,6,24,28,2",8790
"14,6,20,18,28,12,14,19,12,20,16,19,19,17,27,2","27,17,19,19,16,20,12,19,14,12,28,18,20,6,14,2",8791
"13,28,4,9,28,26,22,27,10,25,14,25,11,29,18,15,10,20,13,29,2","29,13,20,10,15,18,29,11,25,14,25,10,27,22,26,28,9,4,28,13,2",8792
"25,26,5,12,21,4,29,13,20,22,8,28,5,13,12,18,21,14,21,9,20,12,21,13,13,21,15,14,23,6,2","6,23,14,15,21,13,13,21,12,20,9,21,14,21,18,12,13,5,28,8,22,20,13,29,4,21,12,5,26,25,2",8793
"7,19,11,19,5,12,17,12,11,4,26,24,13,28,25,22,6,9,20,4,23,16,25,17,6,20,14,21,23,12,10,16,20,9,25,22,16,5,9,5,10,8,27,25,10,27,10,15,2","15,10,27,10,25,27,8,10,5,9,5,16,22,25,9,20,16,10,12,23,21,14,20,6,17,25,16,23,4,20,9,6,22,25,28,13,24,26,4,11,12,17,12,5,19,11,19,7,2",8794
"19,23,26,20,7,29,17,4,17,12,27,27,24,10,22,13,19,8,2","8,19,13,22,10,24,27,27,12,17,4,17,29,7,20,26,23,19,2",8795
"10,15,25,13,18,26,10,8,18,21,10,28,12,23,21,10,25,12,29,24,8,25,23,18,9,14,24,20,16,19,20,7,16,27,4,15,23,22,22,2","22,22,23,15,4,27,16,7,20,19,16,20,24,14,9,18,23,25,8,24,29,12,25,10,21,23,12,28,10,21,18,8,10,26,18,13,25,15,10,2",8796
"17,6,25,16,22,6,24,21,2","21,24,6,22,16,25,6,17,2",8798
"16,9,15,8,16,25,17,11,21,23,5,25,26,2","26,25,5,23,21,11,17,25,16,8,15,9,16,2",8799
"19,17,18,14,10,21,4,27,13,28,8,6,9,28,26,19,28,10,12,12,27,25,8,22,7,5,22,20,28,4,15,17,9,12,14,9,19,2","19,9,14,12,9,17,15,4,28,20,22,5,7,22,8,25,27,12,12,10,28,19,26,28,9,6,8,28,13,27,4,21,10,14,18,17,19,2",8800
"12,16,13,10,18,7,18,21,19,20,17,15,23,8,29,2","29,8,23,15,17,20,19,21,18,7,18,10,13,16,12,2",8801
"23,18,23,25,25,18,8,27,22,28,27,15,10,18,24,6,14,24,21,25,11,6,5,25,16,23,5,25,9,18,2","18,9,25,5,23,16,25,5,6,11,25,21,24,14,6,24,18,10,15,27,28,22,27,8,18,25,25,23,18,23,2",8802
"18,10,29,19,10,17,14,20,25,22,27,13,17,23,22,2","22,23,17,13,27,22,25,20,14,17,10,19,29,10,18,2",8803
"9,22,9,28,22,25,23,6,17,19,29,13,7,9,26,14,25,27,26,22,22,13,11,20,9,2","9,20,11,13,22,22,26,27,25,14,26,9,7,13,29,19,17,6,23,25,22,28,9,22,9,2",8804
"22,9,27,9,22,24,15,19,24,21,20,25,8,14,22,25,20,8,11,10,8,10,7,26,21,28,4,14,5,4,7,7,24,7,21,24,6,24,27,28,18,15,2","15,18,28,27,24,6,24,21,7,24,7,7,4,5,14,4,28,21,26,7,10,8,10,11,8,20,25,22,14,8,25,20,21,24,19,15,24,22,9,27,9,22,2",8805
"4,13,24,10,18,2","18,10,24,13,4,2",8806
"29,9,29,21,13,14,21,10,26,15,22,16,18,8,8,26,26,8,26,26,19,28,4,26,7,14,22,10,28,16,27,2","27,16,28,10,22,14,7,26,4,28,19,26,26,8,26,26,8,8,18,16,22,15,26,10,21,14,13,21,29,9,29,2",8807
"25,19,17,23,10,24,19,13,18,19,13,25,19,10,21,14,2","14,21,10,19,25,13,19,18,13,19,24,10,23,17,19,25,2",8808
"11,24,17,15,21,26,13,20,6,16,10,22,23,24,6,14,16,27,29,16,27,19,14,18,19,7,7,17,11,20,23,24,23,13,27,13,5,29,7,19,2","19,7,29,5,13,27,13,23,24,23,20,11,17,7,7,19,18,14,19,27,16,29,27,16,14,6,24,23,22,10,16,6,20,13,26,21,15,17,24,11,2",8809
"20,6,19,4,18,5,13,11,12,5,26,23,10,4,6,14,11,24,13,4,18,29,25,22,23,15,12,12,16,10,22,2","22,10,16,12,12,15,23,22,25,29,18,4,13,24,11,14,6,4,10,23,26,5,12,11,13,5,18,4,19,6,20,2",8811
"15,17,14,29,19,11,20,9,5,28,12,18,13,16,25,21,14,5,11,22,28,8,5,23,5,19,17,15,15,13,10,29,20,23,17,28,21,2","21,28,17,23,20,29,10,13,15,15,17,19,5,23,5,8,28,22,11,5,14,21,25,16,13,18,12,28,5,9,20,11,19,29,14,17,15,2",8812
"25,18,27,8,15,19,29,15,25,11,27,27,23,25,17,19,6,20,16,29,7,7,28,21,15,19,16,25,9,28,24,25,22,8,12,29,27,16,23,6,21,24,6,15,2","15,6,24,21,6,23,16,27,29,12,8,22,25,24,28,9,25,16,19,15,21,28,7,7,29,16,20,6,19,17,25,23,27,27,11,25,15,29,19,15,8,27,18,25,2",8813
"22,23,29,14,5,22,23,6,24,10,5,10,19,5,21,19,9,5,9,12,14,16,22,22,14,16,29,12,15,18,18,12,25,19,24,9,16,2","16,9,24,19,25,12,18,18,15,12,29,16,14,22,22,16,14,12,9,5,9,19,21,5,19,10,5,10,24,6,23,22,5,14,29,23,22,2",8814
"19,29,4,26,17,29,4,6,22,23,12,9,11,5,20,16,24,22,24,16,27,7,5,21,10,13,6,21,28,13,9,5,24,8,6,15,7,10,11,11,7,6,2","6,7,11,11,10,7,15,6,8,24,5,9,13,28,21,6,13,10,21,5,7,27,16,24,22,24,16,20,5,11,9,12,23,22,6,4,29,17,26,4,29,19,2",8815
"20,18,11,15,6,28,12,25,4,16,25,29,9,28,25,26,9,25,20,7,17,17,9,12,13,24,21,28,7,14,25,5,2","5,25,14,7,28,21,24,13,12,9,17,17,7,20,25,9,26,25,28,9,29,25,16,4,25,12,28,6,15,11,18,20,2",8817
"17,23,14,19,26,16,20,29,11,6,8,15,13,6,18,12,12,25,12,29,4,4,5,22,22,6,16,21,2","21,16,6,22,22,5,4,4,29,12,25,12,12,18,6,13,15,8,6,11,29,20,16,26,19,14,23,17,2",8818
"15,19,17,15,8,13,24,6,22,25,11,11,12,9,27,17,27,26,6,23,20,5,2","5,20,23,6,26,27,17,27,9,12,11,11,25,22,6,24,13,8,15,17,19,15,2",8819
"19,19,21,26,22,23,9,13,22,18,5,16,18,6,17,16,23,27,15,15,6,25,5,5,19,5,14,22,18,24,2","24,18,22,14,5,19,5,5,25,6,15,15,27,23,16,17,6,18,16,5,18,22,13,9,23,22,26,21,19,19,2",8821
"14,16,11,29,24,9,5,5,12,27,12,22,9,10,24,17,4,19,11,16,7,20,20,9,24,9,13,16,23,29,16,19,16,19,13,25,4,29,24,9,11,25,23,19,18,26,15,20,29,2","29,20,15,26,18,19,23,25,11,9,24,29,4,25,13,19,16,19,16,29,23,16,13,9,24,9,20,20,7,16,11,19,4,17,24,10,9,22,12,27,12,5,5,9,24,29,11,16,14,2",8823
"27,9,20,2","20,9,27,2",8824
"25,4,27,14,26,4,19,27,25,20,19,19,25,13,5,27,12,13,7,17,7,26,28,6,12,20,17,11,9,7,21,18,25,28,19,16,25,17,26,4,23,4,8,26,18,4,20,10,8,8,2","8,8,10,20,4,18,26,8,4,23,4,26,17,25,16,19,28,25,18,21,7,9,11,17,20,12,6,28,26,7,17,7,13,12,27,5,13,25,19,19,20,25,27,19,4,26,14,27,4,25,2",8825
"29,26,26,4,16,12,16,11,29,27,29,26,26,7,5,6,7,24,21,11,5,2","5,11,21,24,7,6,5,7,26,26,29,27,29,11,16,12,16,4,26,26,29,2",8826
"14,10,10,6,24,27,29,15,23,9,23,25,8,28,15,6,28,24,15,7,4,26,10,11,14,23,29,12,23,23,25,22,24,23,19,6,27,4,23,12,19,6,25,11,23,23,25,14,2","14,25,23,23,11,25,6,19,12,23,4,27,6,19,23,24,22,25,23,23,12,29,23,14,11,10,26,4,7,15,24,28,6,15,28,8,25,23,9,23,15,29,27,24,6,10,10,14,2",8828
"12,20,20,12,12,9,6,15,25,2","25,15,6,9,12,12,20,20,12,2",8829
"22,5,19,19,11,9,7,5,19,23,19,17,2","17,19,23,19,5,7,9,11,19,19,5,22,2",8830
"16,29,13,22,2","22,13,29,16,2",8832
"18,27,15,19,7,28,29,10,9,5,17,26,7,16,18,20,20,20,7,20,2","20,7,20,20,20,18,16,7,26,17,5,9,10,29,28,7,19,15,27,18,2",8833
"17,23,6,17,13,19,22,18,5,20,28,25,16,24,11,23,22,11,5,23,6,28,15,19,13,7,27,12,8,18,23,18,7,10,9,8,14,19,2","19,14,8,9,10,7,18,23,18,8,12,27,7,13,19,15,28,6,23,5,11,22,23,11,24,16,25,28,20,5,18,22,19,13,17,6,23,17,2",8834
"21,13,17,27,28,26,13,5,7,7,12,22,10,21,6,24,8,8,16,9,25,23,28,6,9,7,22,10,17,28,6,17,5,7,24,22,6,29,18,12,2","12,18,29,6,22,24,7,5,17,6,28,17,10,22,7,9,6,28,23,25,9,16,8,8,24,6,21,10,22,12,7,7,5,13,26,28,27,17,13,21,2",8835
"21,11,9,17,29,29,27,14,10,4,29,2","29,4,10,14,27,29,29,17,9,11,21,2",8836
"18,14,25,4,20,15,23,10,20,17,25,24,26,5,16,4,8,15,24,15,15,8,13,18,29,29,24,19,29,5,22,16,20,16,22,12,28,21,24,10,4,4,29,27,29,21,9,11,15,2","15,11,9,21,29,27,29,4,4,10,24,21,28,12,22,16,20,16,22,5,29,19,24,29,29,18,13,8,15,15,24,15,8,4,16,5,26,24,25,17,20,10,23,15,20,4,25,14,18,2",8837
"5,18,5,15,12,26,21,8,19,2","19,8,21,26,12,15,5,18,5,2",8838
"14,11,13,20,29,19,15,11,12,29,13,22,26,19,15,15,24,26,11,15,13,4,25,4,29,21,5,15,16,26,19,19,21,4,19,12,2","12,19,4,21,19,19,26,16,15,5,21,29,4,25,4,13,15,11,26,24,15,15,19,26,22,13,29,12,11,15,19,29,20,13,11,14,2",8839
"21,26,18,10,22,5,9,22,6,17,18,7,12,29,17,12,24,26,27,7,16,6,5,20,9,7,16,8,28,15,7,14,15,29,12,14,22,8,26,22,24,13,5,9,7,22,28,14,2","14,28,22,7,9,5,13,24,22,26,8,22,14,12,29,15,14,7,15,28,8,16,7,9,20,5,6,16,7,27,26,24,12,17,29,12,7,18,17,6,22,9,5,22,10,18,26,21,2",8840
"24,23,9,21,2","21,9,23,24,2",8841
"29,13,6,10,22,27,9,2","9,27,22,10,6,13,29,2",8842
"21,17,16,10,29,10,5,19,14,17,4,26,4,25,28,7,22,7,2","7,22,7,28,25,4,26,4,17,14,19,5,10,29,10,16,17,21,2",8843
"24,11,23,29,28,7,5,28,15,18,28,18,14,27,17,4,25,22,19,15,25,20,6,4,28,13,2","13,28,4,6,20,25,15,19,22,25,4,17,27,14,18,28,18,15,28,5,7,28,29,23,11,24,2",8845
"8,10,17,26,5,19,4,4,11,12,21,20,21,24,29,24,7,11,8,13,2","13,8,11,7,24,29,24,21,20,21,12,11,4,4,19,5,26,17,10,8,2",8846
"17,8,17,22,18,15,19,29,29,21,8,5,26,6,27,20,10,23,7,2","7,23,10,20,27,6,26,5,8,21,29,29,19,15,18,22,17,8,17,2",8848
"10,7,4,5,22,29,17,29,4,25,23,29,23,18,28,28,17,8,16,5,15,8,5,11,17,19,14,15,4,7,29,21,19,5,25,25,13,16,2","16,13,25,25,5,19,21,29,7,4,15,14,19,17,11,5,8,15,5,16,8,17,28,28,18,23,29,23,25,4,29,17,29,22,5,4,7,10,2",8849
"13,5,12,20,9,21,10,6,17,5,2","5,17,6,10,21,9,20,12,5,13,2",8850
"15,5,28,2","28,5,15,2",8851
"19,18,14,16,20,6,26,8,9,6,25,9,13,19,4,10,29,14,28,29,7,19,13,8,26,7,2","7,26,8,13,19,7,29,28,14,29,10,4,19,13,9,25,6,9,8,26,6,20,16,14,18,19,2",8852
"7,18,27,27,14,12,25,7,6,7,14,24,10,19,16,10,14,26,2","26,14,10,16,19,10,24,14,7,6,7,25,12,14,27,27,18,7,2",8853
"9,26,20,27,13,8,6,15,26,22,27,8,4,28,7,14,16,18,21,23,22,29,18,15,10,13,27,9,29,27,13,5,9,23,4,26,5,23,13,21,4,2","4,21,13,23,5,26,4,23,9,5,13,27,29,9,27,13,10,15,18,29,22,23,21,18,16,14,7,28,4,8,27,22,26,15,6,8,13,27,20,26,9,2",8854
"21,20,19,29,7,2","7,29,19,20,21,2",8855
"14,7,17,26,7,6,9,7,25,17,19,29,11,18,17,17,5,5,9,18,6,8,10,28,15,18,4,26,18,5,26,17,6,2","6,17,26,5,18,26,4,18,15,28,10,8,6,18,9,5,5,17,17,18,11,29,19,17,25,7,9,6,7,26,17,7,14,2",8856
"22,25,15,17,23,20,22,4,27,29,28,21,5,13,4,19,16,12,21,10,16,22,18,29,18,27,11,14,17,20,16,23,4,2","4,23,16,20,17,14,11,27,18,29,18,22,16,10,21,12,16,19,4,13,5,21,28,29,27,4,22,20,23,17,15,25,22,2",8857
"19,19,17,18,7,22,13,28,15,10,11,29,22,22,12,15,13,4,19,22,13,24,17,9,24,24,14,26,17,8,14,4,2","4,14,8,17,26,14,24,24,9,17,24,13,22,19,4,13,15,12,22,22,29,11,10,15,28,13,22,7,18,17,19,19,2",8858
"16,9,4,20,20,4,11,5,18,26,26,23,22,25,11,25,17,13,8,8,26,4,15,11,14,13,29,22,4,21,25,14,11,26,26,27,8,9,11,4,10,8,9,8,8,2","8,8,9,8,10,4,11,9,8,27,26,26,11,14,25,21,4,22,29,13,14,11,15,4,26,8,8,13,17,25,11,25,22,23,26,26,18,5,11,4,20,20,4,9,16,2",8859
"21,12,15,10,25,17,5,12,9,21,5,7,18,14,13,27,4,25,23,25,16,22,24,12,27,28,10,26,20,26,26,2","26,26,20,26,10,28,27,12,24,22,16,25,23,25,4,27,13,14,18,7,5,21,9,12,5,17,25,10,15,12,21,2",8860
"19,8,14,17,4,2","4,17,14,8,19,2",8861
"21,11,7,2","7,11,21,2",8862
"5,8,17,8,19,14,26,16,16,15,23,16,23,9,7,15,7,23,16,19,18,29,9,13,13,25,20,12,26,26,28,16,4,8,6,20,17,12,11,29,24,10,25,24,24,24,28,2","28,24,24,24,25,10,24,29,11,12,17,20,6,8,4,16,28,26,26,12,20,25,13,13,9,29,18,19,16,23,7,15,7,9,23,16,23,15,16,16,26,14,19,8,17,8,5,2",8863
"7,8,27,13,21,18,11,21,27,16,22,18,23,14,28,24,15,12,12,26,14,9,26,13,26,18,10,13,26,14,7,24,4,7,7,22,5,9,27,13,21,8,2","8,21,13,27,9,5,22,7,7,4,24,7,14,26,13,10,18,26,13,26,9,14,26,12,12,15,24,28,14,23,18,22,16,27,21,11,18,21,13,27,8,7,2",8864
"22,25,29,11,18,26,11,17,19,15,9,18,10,29,19,13,9,4,27,25,11,21,8,27,25,7,20,28,4,12,13,21,26,6,22,25,10,20,2","20,10,25,22,6,26,21,13,12,4,28,20,7,25,27,8,21,11,25,27,4,9,13,19,29,10,18,9,15,19,17,11,26,18,11,29,25,22,2",8865
"9,12,28,14,9,15,23,24,8,26,22,25,13,16,8,29,22,12,6,7,24,19,11,16,21,13,24,6,11,4,23,13,15,19,20,29,21,11,26,18,12,26,27,2","27,26,12,18,26,11,21,29,20,19,15,13,23,4,11,6,24,13,21,16,11,19,24,7,6,12,22,29,8,16,13,25,22,26,8,24,23,15,9,14,28,12,9,2",8867
"20,11,21,21,21,11,11,5,6,19,8,27,11,4,26,18,25,24,28,16,14,28,25,4,15,14,9,18,26,27,23,17,15,8,29,22,11,21,22,12,12,26,12,2","12,26,12,12,22,21,11,22,29,8,15,17,23,27,26,18,9,14,15,4,25,28,14,16,28,24,25,18,26,4,11,27,8,19,6,5,11,11,21,21,21,11,20,2",8869
"21,24,25,10,18,13,4,21,8,10,2","10,8,21,4,13,18,10,25,24,21,2",8870
"13,24,14,29,16,8,19,9,27,19,2","19,27,9,19,8,16,29,14,24,13,2",8871
"28,5,19,18,13,11,22,25,11,16,17,22,18,17,25,29,11,22,25,11,17,25,19,27,22,11,7,29,13,18,10,15,17,22,13,25,29,15,2","15,29,25,13,22,17,15,10,18,13,29,7,11,22,27,19,25,17,11,25,22,11,29,25,17,18,22,17,16,11,25,22,11,13,18,19,5,28,2",8872
"19,27,23,7,27,15,8,4,4,7,12,23,19,19,11,13,24,29,26,18,6,4,12,5,9,12,11,7,4,8,21,11,21,13,4,29,2","29,4,13,21,11,21,8,4,7,11,12,9,5,12,4,6,18,26,29,24,13,11,19,19,23,12,7,4,4,8,15,27,7,23,27,19,2",8873
"16,20,7,7,6,15,22,28,13,26,13,18,16,2","16,18,13,26,13,28,22,15,6,7,7,20,16,2",8874
"16,8,27,11,12,10,14,21,22,28,7,23,22,5,8,18,13,2","13,18,8,5,22,23,7,28,22,21,14,10,12,11,27,8,16,2",8875
"11,8,19,16,7,11,22,27,14,19,5,27,12,22,16,14,8,6,5,12,7,20,29,21,8,7,6,27,28,22,28,26,24,22,11,26,22,20,29,18,22,21,28,2","28,21,22,18,29,20,22,26,11,22,24,26,28,22,28,27,6,7,8,21,29,20,7,12,5,6,8,14,16,22,12,27,5,19,14,27,22,11,7,16,19,8,11,2",8876
"6,16,28,12,7,4,14,22,25,16,23,29,19,16,7,6,2","6,7,16,19,29,23,16,25,22,14,4,7,12,28,16,6,2",8877
"12,24,18,2","18,24,12,2",8878
"10,7,18,20,29,26,15,25,23,28,4,4,16,13,18,29,14,17,21,2","21,17,14,29,18,13,16,4,4,28,23,25,15,26,29,20,18,7,10,2",8879
"24,5,17,14,29,8,13,29,2","29,13,8,29,14,17,5,24,2",8880
"13,23,9,28,29,10,24,19,15,20,21,9,26,14,24,18,10,10,4,6,28,5,22,11,17,10,4,26,14,27,29,27,18,12,13,14,2","14,13,12,18,27,29,27,14,26,4,10,17,11,22,5,28,6,4,10,10,18,24,14,26,9,21,20,15,19,24,10,29,28,9,23,13,2",8881
"24,5,17,26,29,9,11,19,23,8,27,9,26,11,17,11,13,25,19,17,19,2","19,17,19,25,13,11,17,11,26,9,27,8,23,19,11,9,29,26,17,5,24,2",8882
"28,10,20,28,4,16,9,27,28,19,6,2","6,19,28,27,9,16,4,28,20,10,28,2",8883
"22,16,25,29,12,18,8,8,5,25,8,27,7,2","7,27,8,25,5,8,8,18,12,29,25,16,22,2",8884
"13,11,13,5,18,23,10,21,4,12,28,14,24,15,4,17,21,6,21,20,26,26,12,14,26,22,15,29,28,7,8,6,2","6,8,7,28,29,15,22,26,14,12,26,26,20,21,6,21,17,4,15,24,14,28,12,4,21,10,23,18,5,13,11,13,2",8886
"20,15,26,11,20,19,20,20,16,29,28,18,11,16,29,14,8,29,16,19,29,5,14,7,29,18,16,11,19,8,2","8,19,11,16,18,29,7,14,5,29,19,16,29,8,14,29,16,11,18,28,29,16,20,20,19,20,11,26,15,20,2",8887
"14,18,14,7,14,5,21,4,4,22,2","22,4,4,21,5,14,7,14,18,14,2",8889
"28,24,18,18,26,8,21,12,17,7,9,27,8,17,24,18,28,6,12,27,20,29,29,19,22,20,11,29,21,22,27,7,4,23,7,7,28,6,6,14,14,8,26,4,22,4,2","4,22,4,26,8,14,14,6,6,28,7,7,23,4,7,27,22,21,29,11,20,22,19,29,29,20,27,12,6,28,18,24,17,8,27,9,7,17,12,21,8,26,18,18,24,28,2",8890
"27,7,28,17,26,5,13,11,9,16,6,10,27,17,29,23,28,8,11,21,13,29,17,19,8,17,9,22,10,16,22,6,18,12,21,23,17,23,11,25,25,21,23,23,5,2","5,23,23,21,25,25,11,23,17,23,21,12,18,6,22,16,10,22,9,17,8,19,17,29,13,21,11,8,28,23,29,17,27,10,6,16,9,11,13,5,26,17,28,7,27,2",8891
"28,16,22,7,5,25,21,4,6,21,18,17,8,18,12,2","12,18,8,17,18,21,6,4,21,25,5,7,22,16,28,2",8892
"18,12,25,25,7,5,12,7,19,10,24,28,20,14,27,17,29,2","29,17,27,14,20,28,24,10,19,7,12,5,7,25,25,12,18,2",8893
"13,25,22,6,28,20,14,22,4,11,11,10,5,22,19,13,22,13,29,26,24,7,29,17,2","17,29,7,24,26,29,13,22,13,19,22,5,10,11,11,4,22,14,20,28,6,22,25,13,2",8894
"10,27,12,6,24,18,7,27,27,26,4,19,6,18,16,11,20,4,9,21,20,7,14,28,28,11,9,18,17,22,19,21,5,8,10,13,17,24,18,24,11,22,29,18,11,14,6,23,2","23,6,14,11,18,29,22,11,24,18,24,17,13,10,8,5,21,19,22,17,18,9,11,28,28,14,7,20,21,9,4,20,11,16,18,6,19,4,26,27,27,7,18,24,6,12,27,10,2",8895
"26,4,12,17,24,9,17,18,26,17,29,29,25,9,4,8,28,2","28,8,4,9,25,29,29,17,26,18,17,9,24,17,12,4,26,2",8896
"17,14,28,20,22,13,20,9,21,29,15,23,14,13,10,29,20,6,4,5,5,21,2","21,5,5,4,6,20,29,10,13,14,23,15,29,21,9,20,13,22,20,28,14,17,2",8897
"20,17,4,22,26,27,23,11,16,20,14,4,21,22,22,29,23,23,16,14,25,21,10,20,23,25,25,27,21,29,9,28,25,26,5,21,6,22,7,12,9,29,7,27,24,2","24,27,7,29,9,12,7,22,6,21,5,26,25,28,9,29,21,27,25,25,23,20,10,21,25,14,16,23,23,29,22,22,21,4,14,20,16,11,23,27,26,22,4,17,20,2",8898
"6,18,22,22,19,20,6,27,22,4,19,20,27,10,18,25,17,19,7,9,18,20,6,13,20,26,16,20,28,21,14,9,18,4,24,17,2","17,24,4,18,9,14,21,28,20,16,26,20,13,6,20,18,9,7,19,17,25,18,10,27,20,19,4,22,27,6,20,19,22,22,18,6,2",8899
"28,15,10,24,4,11,19,21,15,8,23,9,28,14,7,21,9,29,13,13,13,29,25,20,15,8,12,16,20,16,5,8,28,16,26,6,6,13,13,25,2","25,13,13,6,6,26,16,28,8,5,16,20,16,12,8,15,20,25,29,13,13,13,29,9,21,7,14,28,9,23,8,15,21,19,11,4,24,10,15,28,2",8901
"6,17,7,26,29,29,15,24,26,22,10,19,21,28,27,25,19,9,2","9,19,25,27,28,21,19,10,22,26,24,15,29,29,26,7,17,6,2",8902
"25,21,15,24,25,28,5,26,6,22,25,29,26,7,18,4,22,27,15,25,28,29,15,23,5,6,14,20,25,5,4,26,20,10,5,21,24,27,6,19,26,2","26,19,6,27,24,21,5,10,20,26,4,5,25,20,14,6,5,23,15,29,28,25,15,27,22,4,18,7,26,29,25,22,6,26,5,28,25,24,15,21,25,2",8903
"27,5,10,21,16,24,10,18,17,2","17,18,10,24,16,21,10,5,27,2",8904
"16,18,6,28,4,14,8,18,17,15,13,20,2","20,13,15,17,18,8,14,4,28,6,18,16,2",8905
"4,28,27,29,15,11,20,17,16,27,27,7,2","7,27,27,16,17,20,11,15,29,27,28,4,2",8906
"7,27,13,28,18,29,16,12,18,12,5,23,18,29,26,11,7,27,4,18,25,11,29,27,25,29,17,17,7,5,23,18,12,11,15,9,21,27,26,14,14,12,2","12,14,14,26,27,21,9,15,11,12,18,23,5,7,17,17,29,25,27,29,11,25,18,4,27,7,11,26,29,18,23,5,12,18,12,16,29,18,28,13,27,7,2",8908
"27,11,26,10,5,24,20,26,16,18,22,16,5,25,13,16,23,4,20,7,23,22,8,20,7,9,20,13,2","13,20,9,7,20,8,22,23,7,20,4,23,16,13,25,5,16,22,18,16,26,20,24,5,10,26,11,27,2",8909
"29,28,24,11,28,12,28,18,22,29,17,17,7,21,7,25,5,21,23,21,28,6,27,15,21,13,23,10,20,23,13,11,22,23,15,28,29,21,13,11,12,29,22,16,2","16,22,29,12,11,13,21,29,28,15,23,22,11,13,23,20,10,23,13,21,15,27,6,28,21,23,21,5,25,7,21,7,17,17,29,22,18,28,12,28,11,24,28,29,2",8910
"4,19,10,10,5,26,26,21,9,6,6,19,12,21,7,29,13,23,9,4,18,25,9,2","9,25,18,4,9,23,13,29,7,21,12,19,6,6,9,21,26,26,5,10,10,19,4,2",8912
"12,4,23,29,23,22,18,22,13,26,24,17,21,10,20,20,13,11,5,8,18,17,8,24,22,29,22,23,20,28,14,8,14,10,26,28,25,6,5,23,14,14,6,22,24,5,2","5,24,22,6,14,14,23,5,6,25,28,26,10,14,8,14,28,20,23,22,29,22,24,8,17,18,8,5,11,13,20,20,10,21,17,24,26,13,22,18,22,23,29,23,4,12,2",8913
"26,28,7,8,25,14,20,27,7,15,24,2","24,15,7,27,20,14,25,8,7,28,26,2",8914
"18,10,6,13,23,19,8,6,11,25,11,27,26,5,8,20,21,22,18,24,25,18,21,28,26,25,16,9,8,29,7,15,18,20,27,11,17,26,13,4,25,12,7,27,27,15,5,6,25,4,2","4,25,6,5,15,27,27,7,12,25,4,13,26,17,11,27,20,18,15,7,29,8,9,16,25,26,28,21,18,25,24,18,22,21,20,8,5,26,27,11,25,11,6,8,19,23,13,6,10,18,2",8915
"13,17,10,15,26,9,6,29,29,4,14,27,7,9,16,5,15,27,11,26,17,29,7,27,28,29,6,9,7,8,13,9,12,7,24,7,14,4,20,6,23,2","23,6,20,4,14,7,24,7,12,9,13,8,7,9,6,29,28,27,7,29,17,26,11,27,15,5,16,9,7,27,14,4,29,29,6,9,26,15,10,17,13,2",8916
"17,19,13,15,18,14,21,7,5,6,16,25,28,10,16,22,2","22,16,10,28,25,16,6,5,7,21,14,18,15,13,19,17,2",8917
"13,9,19,5,23,18,25,14,12,25,6,2","6,25,12,14,25,18,23,5,19,9,13,2",8918
"29,24,16,10,10,19,19,9,21,4,12,17,16,17,17,19,20,25,24,14,14,7,7,6,12,18,11,11,20,4,18,18,14,12,23,12,7,24,23,2","23,24,7,12,23,12,14,18,18,4,20,11,11,18,12,6,7,7,14,14,24,25,20,19,17,17,16,17,12,4,21,9,19,19,10,10,16,24,29,2",8919
"19,10,24,29,6,28,20,4,17,25,8,10,20,28,18,21,22,22,7,13,26,9,9,23,2","23,9,9,26,13,7,22,22,21,18,28,20,10,8,25,17,4,20,28,6,29,24,10,19,2",8920
"5,27,9,7,27,20,7,14,20,21,12,27,29,5,29,11,25,13,13,24,27,11,12,20,22,9,11,7,7,18,21,5,27,17,29,9,25,5,29,17,19,19,2","19,19,17,29,5,25,9,29,17,27,5,21,18,7,7,11,9,22,20,12,11,27,24,13,13,25,11,29,5,29,27,12,21,20,14,7,20,27,7,9,27,5,2",8922
"26,18,29,28,9,19,14,19,24,16,21,16,16,4,14,14,15,12,27,4,5,14,19,19,10,22,24,4,6,19,7,11,5,25,26,15,9,23,5,4,6,17,8,6,15,4,15,25,2","25,15,4,15,6,8,17,6,4,5,23,9,15,26,25,5,11,7,19,6,4,24,22,10,19,19,14,5,4,27,12,15,14,14,4,16,16,21,16,24,19,14,19,9,28,29,18,26,2",8923
"19,4,20,20,22,15,16,13,20,13,21,19,9,27,10,27,20,15,26,21,9,10,9,25,11,9,18,22,21,28,2","28,21,22,18,9,11,25,9,10,9,21,26,15,20,27,10,27,9,19,21,13,20,13,16,15,22,20,20,4,19,2",8924
"19,21,15,25,20,23,29,8,28,7,10,19,14,11,13,12,18,27,17,22,12,13,18,20,12,14,17,23,20,28,6,15,7,2","7,15,6,28,20,23,17,14,12,20,18,13,12,22,17,27,18,12,13,11,14,19,10,7,28,8,29,23,20,25,15,21,19,2",8925
