source,target,uid
"26,27,25,17,28,15,6,4,25,24,10,26,25,5,27,12,28,8,8,21,11,16,19,6,23,16,12,22,16,12,7,7,21,22,2","26,27,25,17,28,15,6,4,25,24,10,26,25,5,27,12,28,8,8,21,11,16,19,6,23,16,12,22,16,12,7,7,21,22,2",8160
"15,29,6,7,22,20,13,9,4,14,13,20,2","15,29,6,7,22,20,13,9,4,14,13,20,2",8161
"11,24,24,16,7,8,24,8,13,29,24,9,13,24,11,17,22,9,7,8,8,21,29,9,29,28,22,12,2","11,24,24,16,7,8,24,8,13,29,24,9,13,24,11,17,22,9,7,8,8,21,29,9,29,28,22,12,2",8162
"28,6,11,17,11,17,20,28,12,14,15,7,24,29,27,23,21,23,10,8,28,5,15,9,27,25,13,17,7,10,4,24,4,13,25,23,13,2","28,6,11,17,11,17,20,28,12,14,15,7,24,29,27,23,21,23,10,8,28,5,15,9,27,25,13,17,7,10,4,24,4,13,25,23,13,2",8163
"18,14,11,22,14,14,12,26,16,28,5,5,11,25,25,4,15,19,23,18,7,5,5,23,15,28,18,8,16,14,8,18,8,6,14,17,19,9,19,6,27,28,8,5,2","18,14,11,22,14,14,12,26,16,28,5,5,11,25,25,4,15,19,23,18,7,5,5,23,15,28,18,8,16,14,8,18,8,6,14,17,19,9,19,6,27,28,8,5,2",8164
"23,29,22,24,13,22,9,18,7,6,23,14,23,21,15,2","23,29,22,24,13,22,9,18,7,6,23,14,23,21,15,2",8165
"15,28,8,7,26,21,20,29,17,10,10,28,16,19,10,7,28,8,12,6,26,18,17,7,5,17,14,5,10,29,26,14,7,8,25,28,20,6,13,16,14,2","15,28,8,7,26,21,20,29,17,10,10,28,16,19,10,7,28,8,12,6,26,18,17,7,5,17,14,5,10,29,26,14,7,8,25,28,20,6,13,16,14,2",8166
"18,28,25,5,5,18,28,7,16,20,29,4,6,16,27,14,29,24,13,4,12,21,28,22,17,10,7,4,23,24,20,11,7,10,22,20,22,17,25,13,13,11,5,26,9,2","18,28,25,5,5,18,28,7,16,20,29,4,6,16,27,14,29,24,13,4,12,21,28,22,17,10,7,4,23,24,20,11,7,10,22,20,22,17,25,13,13,11,5,26,9,2",8167
"24,17,12,6,4,4,8,26,13,29,28,12,15,11,8,21,12,25,25,17,14,4,10,28,14,5,6,26,22,24,15,26,10,6,28,18,13,7,15,10,7,5,23,2","24,17,12,6,4,4,8,26,13,29,28,12,15,11,8,21,12,25,25,17,14,4,10,28,14,5,6,26,22,24,15,26,10,6,28,18,13,7,15,10,7,5,23,2",8168
"15,6,23,2","15,6,23,2",8169
"18,11,19,12,17,18,11,10,4,21,5,16,17,24,19,17,5,22,25,29,14,10,19,20,6,5,28,25,24,13,20,14,19,25,13,16,21,12,27,15,2","18,11,19,12,17,18,11,10,4,21,5,16,17,24,19,17,5,22,25,29,14,10,19,20,6,5,28,25,24,13,20,14,19,25,13,16,21,12,27,15,2",8170
"24,13,14,2","24,13,14,2",8171
"7,15,20,11,6,20,5,27,4,28,4,5,15,21,9,14,21,14,12,14,24,5,23,2","7,15,20,11,6,20,5,27,4,28,4,5,15,21,9,14,21,14,12,14,24,5,23,2",8172
"16,28,17,12,15,20,28,18,8,5,26,15,20,24,2","16,28,17,12,15,20,28,18,8,5,26,15,20,24,2",8173
"22,11,15,23,11,26,10,29,24,20,27,8,18,6,8,26,16,29,10,22,4,17,4,11,12,19,11,22,24,26,17,2","22,11,15,23,11,26,10,29,24,20,27,8,18,6,8,26,16,29,10,22,4,17,4,11,12,19,11,22,24,26,17,2",8174
"16,16,24,15,7,22,5,8,11,14,15,24,9,11,12,12,6,9,9,26,21,28,28,8,7,8,24,7,4,24,15,10,19,21,19,9,7,18,19,7,27,13,12,5,8,6,2","16,16,24,15,7,22,5,8,11,14,15,24,9,11,12,12,6,9,9,26,21,28,28,8,7,8,24,7,4,24,15,10,19,21,19,9,7,18,19,7,27,13,12,5,8,6,2",8175
"15,17,6,26,12,7,26,23,2","15,17,6,26,12,7,26,23,2",8176
"9,20,22,22,27,12,2","9,20,22,22,27,12,2",8177
"24,7,6,23,8,21,25,8,9,23,15,25,6,7,8,29,9,22,2","24,7,6,23,8,21,25,8,9,23,15,25,6,7,8,29,9,22,2",8178
"7,13,8,9,29,23,16,22,24,20,27,7,16,22,12,21,18,22,25,5,16,7,19,2","7,13,8,9,29,23,16,22,24,20,27,7,16,22,12,21,18,22,25,5,16,7,19,2",8179
"12,5,11,22,2","12,5,11,22,2",8180
"8,19,26,21,18,6,15,19,19,9,20,19,25,6,29,19,26,9,27,18,21,17,25,8,26,25,12,12,16,7,4,23,22,25,11,13,14,4,2","8,19,26,21,18,6,15,19,19,9,20,19,25,6,29,19,26,9,27,18,21,17,25,8,26,25,12,12,16,7,4,23,22,25,11,13,14,4,2",8181
"20,14,15,6,6,16,5,28,6,26,9,15,2","20,14,15,6,6,16,5,28,6,26,9,15,2",8182
"16,11,5,7,14,15,8,20,12,6,20,14,21,28,20,9,26,7,10,14,13,23,29,9,20,18,21,20,22,27,7,29,24,9,13,4,15,20,26,6,14,2","16,11,5,7,14,15,8,20,12,6,20,14,21,28,20,9,26,7,10,14,13,23,29,9,20,18,21,20,22,27,7,29,24,9,13,4,15,20,26,6,14,2",8183
"19,10,25,28,12,26,13,10,22,21,17,5,9,8,9,21,14,19,22,15,28,25,23,8,22,6,10,9,2","19,10,25,28,12,26,13,10,22,21,17,5,9,8,9,21,14,19,22,15,28,25,23,8,22,6,10,9,2",8184
"19,25,6,11,9,12,13,22,26,2","19,25,6,11,9,12,13,22,26,2",8185
"22,26,29,14,7,29,19,26,4,17,19,8,12,29,16,19,16,27,27,17,6,26,29,2","22,26,29,14,7,29,19,26,4,17,19,8,12,29,16,19,16,27,27,17,6,26,29,2",8186
"26,13,5,9,18,17,9,15,16,16,28,12,21,28,27,9,29,17,19,15,6,12,5,9,7,26,20,28,11,19,21,24,8,2","26,13,5,9,18,17,9,15,16,16,28,12,21,28,27,9,29,17,19,15,6,12,5,9,7,26,20,28,11,19,21,24,8,2",8187
"13,14,11,29,27,6,10,16,22,20,14,5,4,18,26,19,14,6,22,26,19,17,25,12,19,7,4,25,7,20,5,12,18,8,20,20,29,22,15,16,23,2","13,14,11,29,27,6,10,16,22,20,14,5,4,18,26,19,14,6,22,26,19,17,25,12,19,7,4,25,7,20,5,12,18,8,20,20,29,22,15,16,23,2",8188
"10,14,25,11,15,4,17,12,7,11,22,20,18,11,17,8,4,24,8,16,20,15,14,5,14,14,19,18,8,11,6,5,26,7,19,9,20,2","10,14,25,11,15,4,17,12,7,11,22,20,18,11,17,8,4,24,8,16,20,15,14,5,14,14,19,18,8,11,6,5,26,7,19,9,20,2",8189
"6,16,19,7,17,26,8,23,20,22,21,25,16,7,24,29,29,13,10,7,19,25,28,17,24,29,11,13,15,25,16,7,19,12,16,25,29,9,6,11,13,26,9,25,11,29,2","6,16,19,7,17,26,8,23,20,22,21,25,16,7,24,29,29,13,10,7,19,25,28,17,24,29,11,13,15,25,16,7,19,12,16,25,29,9,6,11,13,26,9,25,11,29,2",8190
"19,22,5,25,18,14,2","19,22,5,25,18,14,2",8191
"25,17,5,23,4,29,20,21,12,8,13,9,21,25,17,22,29,9,23,18,11,15,12,18,19,4,6,8,6,26,15,29,12,18,17,14,2","25,17,5,23,4,29,20,21,12,8,13,9,21,25,17,22,29,9,23,18,11,15,12,18,19,4,6,8,6,26,15,29,12,18,17,14,2",8192
"22,8,26,12,15,18,7,23,8,18,27,24,23,17,10,4,23,23,5,15,20,15,16,5,24,2","22,8,26,12,15,18,7,23,8,18,27,24,23,17,10,4,23,23,5,15,20,15,16,5,24,2",8193
"16,8,22,13,14,12,5,19,14,20,28,11,7,2","16,8,22,13,14,12,5,19,14,20,28,11,7,2",8194
"18,21,16,19,20,29,18,21,20,19,2","18,21,16,19,20,29,18,21,20,19,2",8195
"19,8,5,19,25,24,14,19,5,27,28,17,28,10,19,14,5,11,21,14,26,16,16,26,17,27,15,7,9,9,20,16,10,5,28,27,21,8,2","19,8,5,19,25,24,14,19,5,27,28,17,28,10,19,14,5,11,21,14,26,16,16,26,17,27,15,7,9,9,20,16,10,5,28,27,21,8,2",8196
"4,25,21,23,14,16,19,20,25,22,26,27,8,26,18,6,5,8,8,18,11,11,2","4,25,21,23,14,16,19,20,25,22,26,27,8,26,18,6,5,8,8,18,11,11,2",8197
"14,13,11,29,24,15,18,25,8,7,25,24,13,19,4,7,14,25,17,24,25,24,4,24,4,12,24,6,28,23,18,9,2","14,13,11,29,24,15,18,25,8,7,25,24,13,19,4,7,14,25,17,24,25,24,4,24,4,12,24,6,28,23,18,9,2",8198
"23,7,16,5,26,14,15,11,7,17,6,16,8,4,18,11,16,13,6,23,27,26,9,8,27,28,5,29,27,5,22,10,21,24,11,23,4,11,9,24,4,20,28,25,2","23,7,16,5,26,14,15,11,7,17,6,16,8,4,18,11,16,13,6,23,27,26,9,8,27,28,5,29,27,5,22,10,21,24,11,23,4,11,9,24,4,20,28,25,2",8199
"16,29,17,7,25,22,17,15,19,11,19,23,23,10,4,5,29,15,28,14,24,15,23,20,23,5,16,23,18,5,27,12,6,8,20,23,26,10,12,18,9,21,24,6,25,2","16,29,17,7,25,22,17,15,19,11,19,23,23,10,4,5,29,15,28,14,24,15,23,20,23,5,16,23,18,5,27,12,6,8,20,23,26,10,12,18,9,21,24,6,25,2",8200
"4,27,16,24,18,15,18,11,12,21,11,12,13,6,26,12,23,22,5,19,4,28,2","4,27,16,24,18,15,18,11,12,21,11,12,13,6,26,12,23,22,5,19,4,28,2",8201
"7,12,6,11,9,28,24,16,23,6,13,27,29,22,21,21,28,20,7,27,26,18,15,19,20,27,13,8,20,15,13,15,15,27,6,15,6,15,26,25,27,28,2","7,12,6,11,9,28,24,16,23,6,13,27,29,22,21,21,28,20,7,27,26,18,15,19,20,27,13,8,20,15,13,15,15,27,6,15,6,15,26,25,27,28,2",8202
"17,21,26,27,12,24,27,28,15,27,19,21,14,16,8,19,22,19,10,5,2","17,21,26,27,12,24,27,28,15,27,19,21,14,16,8,19,22,19,10,5,2",8203
"24,26,27,26,17,23,15,24,2","24,26,27,26,17,23,15,24,2",8206
"9,5,9,9,23,11,23,2","9,5,9,9,23,11,23,2",8207
"7,26,23,25,20,20,24,10,13,6,14,12,10,13,4,26,7,10,22,15,19,29,16,9,18,17,4,24,23,10,6,16,7,18,17,27,28,14,2","7,26,23,25,20,20,24,10,13,6,14,12,10,13,4,26,7,10,22,15,19,29,16,9,18,17,4,24,23,10,6,16,7,18,17,27,28,14,2",8208
"17,11,15,21,13,10,7,7,29,14,11,23,18,10,29,24,27,5,23,11,26,16,26,27,19,9,29,6,26,14,16,17,14,4,29,20,24,15,12,10,17,9,13,28,2","17,11,15,21,13,10,7,7,29,14,11,23,18,10,29,24,27,5,23,11,26,16,26,27,19,9,29,6,26,14,16,17,14,4,29,20,24,15,12,10,17,9,13,28,2",8209
"21,4,7,15,13,23,22,22,26,14,23,27,29,17,21,21,12,25,12,13,25,20,20,8,22,29,8,7,14,2","21,4,7,15,13,23,22,22,26,14,23,27,29,17,21,21,12,25,12,13,25,20,20,8,22,29,8,7,14,2",8210
"22,18,18,18,28,18,23,27,12,23,8,13,21,7,13,10,5,20,17,11,6,10,4,16,14,8,14,13,9,22,25,11,13,16,24,25,19,24,16,22,18,21,2","22,18,18,18,28,18,23,27,12,23,8,13,21,7,13,10,5,20,17,11,6,10,4,16,14,8,14,13,9,22,25,11,13,16,24,25,19,24,16,22,18,21,2",8211
"29,12,11,27,5,19,14,21,29,4,10,10,12,14,4,22,12,23,29,7,26,28,21,24,25,20,25,19,17,12,10,6,14,26,5,10,27,25,18,13,17,13,11,8,29,2","29,12,11,27,5,19,14,21,29,4,10,10,12,14,4,22,12,23,29,7,26,28,21,24,25,20,25,19,17,12,10,6,14,26,5,10,27,25,18,13,17,13,11,8,29,2",8212
"27,28,13,8,25,5,27,25,10,16,26,4,5,19,18,22,11,14,9,20,12,10,27,14,20,11,13,24,13,4,28,15,7,20,2","27,28,13,8,25,5,27,25,10,16,26,4,5,19,18,22,11,14,9,20,12,10,27,14,20,11,13,24,13,4,28,15,7,20,2",8214
"4,5,25,16,11,29,16,11,28,7,12,29,10,15,11,22,16,18,20,28,20,27,7,19,25,28,13,13,26,19,25,29,5,9,16,4,12,19,20,23,4,9,23,6,2","4,5,25,16,11,29,16,11,28,7,12,29,10,15,11,22,16,18,20,28,20,27,7,19,25,28,13,13,26,19,25,29,5,9,16,4,12,19,20,23,4,9,23,6,2",8215
"27,20,13,24,26,18,10,5,19,20,10,15,26,21,27,18,19,11,29,17,25,7,8,8,25,19,10,12,11,24,8,16,17,6,26,15,22,13,27,13,7,28,18,17,2","27,20,13,24,26,18,10,5,19,20,10,15,26,21,27,18,19,11,29,17,25,7,8,8,25,19,10,12,11,24,8,16,17,6,26,15,22,13,27,13,7,28,18,17,2",8217
"13,21,8,14,10,4,19,26,29,13,6,7,27,21,6,24,20,20,21,20,6,11,13,29,11,5,7,23,17,22,29,8,24,26,23,16,8,13,7,21,8,16,2","13,21,8,14,10,4,19,26,29,13,6,7,27,21,6,24,20,20,21,20,6,11,13,29,11,5,7,23,17,22,29,8,24,26,23,16,8,13,7,21,8,16,2",8219
"25,29,18,4,29,16,9,25,26,11,17,27,26,22,16,20,21,17,25,18,20,2","25,29,18,4,29,16,9,25,26,11,17,27,26,22,16,20,21,17,25,18,20,2",8220
"26,11,12,12,4,11,21,27,2","26,11,12,12,4,11,21,27,2",8221
"22,24,23,18,10,13,14,17,22,18,12,7,11,4,14,10,17,19,12,6,8,9,11,6,10,12,29,13,12,21,12,8,8,16,24,5,6,21,2","22,24,23,18,10,13,14,17,22,18,12,7,11,4,14,10,17,19,12,6,8,9,11,6,10,12,29,13,12,21,12,8,8,16,24,5,6,21,2",8222
"19,16,10,7,23,12,24,9,18,12,5,24,10,8,28,15,12,18,10,17,29,25,28,28,6,28,15,22,22,21,2","19,16,10,7,23,12,24,9,18,12,5,24,10,8,28,15,12,18,10,17,29,25,28,28,6,28,15,22,22,21,2",8223
"16,16,21,4,14,27,9,5,29,14,19,6,26,10,6,23,18,18,17,12,27,26,29,16,4,17,20,26,5,9,21,27,24,21,6,14,6,6,12,21,21,22,15,22,6,4,29,23,14,2","16,16,21,4,14,27,9,5,29,14,19,6,26,10,6,23,18,18,17,12,27,26,29,16,4,17,20,26,5,9,21,27,24,21,6,14,6,6,12,21,21,22,15,22,6,4,29,23,14,2",8224
"27,13,7,10,21,12,5,26,18,21,16,21,25,22,4,25,11,24,11,24,17,8,6,28,15,16,5,18,15,15,15,20,6,4,22,8,25,26,26,12,27,22,9,18,28,22,6,13,4,2","27,13,7,10,21,12,5,26,18,21,16,21,25,22,4,25,11,24,11,24,17,8,6,28,15,16,5,18,15,15,15,20,6,4,22,8,25,26,26,12,27,22,9,18,28,22,6,13,4,2",8226
"13,16,16,26,24,23,9,4,19,11,2","13,16,16,26,24,23,9,4,19,11,2",8228
"11,12,26,7,16,9,19,25,19,13,7,2","11,12,26,7,16,9,19,25,19,13,7,2",8229
"8,6,20,13,24,27,24,12,26,5,21,19,24,7,4,18,4,12,23,21,25,27,10,2","8,6,20,13,24,27,24,12,26,5,21,19,24,7,4,18,4,12,23,21,25,27,10,2",8232
"28,16,14,8,10,9,8,14,17,5,27,24,13,18,15,10,9,26,25,5,10,25,6,13,7,14,27,29,28,13,23,17,15,7,5,15,2","28,16,14,8,10,9,8,14,17,5,27,24,13,18,15,10,9,26,25,5,10,25,6,13,7,14,27,29,28,13,23,17,15,7,5,15,2",8233
"17,20,14,26,26,28,15,20,19,18,10,23,11,12,21,7,25,8,21,14,5,20,21,9,9,8,29,17,8,29,10,17,28,10,11,6,6,10,26,26,10,20,28,21,18,26,12,6,8,20,2","17,20,14,26,26,28,15,20,19,18,10,23,11,12,21,7,25,8,21,14,5,20,21,9,9,8,29,17,8,29,10,17,28,10,11,6,6,10,26,26,10,20,28,21,18,26,12,6,8,20,2",8234
"8,23,16,28,25,6,17,8,22,4,10,27,11,8,26,28,21,19,18,5,11,17,9,16,22,18,27,24,25,26,10,13,2","8,23,16,28,25,6,17,8,22,4,10,27,11,8,26,28,21,19,18,5,11,17,9,16,22,18,27,24,25,26,10,13,2",8235
"13,11,20,12,16,28,14,27,29,13,27,4,18,25,8,24,24,26,27,17,8,26,22,21,23,13,25,13,15,4,8,14,18,10,21,27,18,10,9,8,4,7,19,26,24,18,2","13,11,20,12,16,28,14,27,29,13,27,4,18,25,8,24,24,26,27,17,8,26,22,21,23,13,25,13,15,4,8,14,18,10,21,27,18,10,9,8,4,7,19,26,24,18,2",8237
"9,19,25,26,21,5,8,11,16,17,20,23,19,13,24,7,15,20,24,18,8,13,11,22,25,25,11,10,19,27,8,27,25,23,22,7,15,4,11,27,15,27,9,27,14,2","9,19,25,26,21,5,8,11,16,17,20,23,19,13,24,7,15,20,24,18,8,13,11,22,25,25,11,10,19,27,8,27,25,23,22,7,15,4,11,27,15,27,9,27,14,2",8238
"4,26,26,4,28,23,2","4,26,26,4,28,23,2",8239
"19,24,9,10,5,29,7,22,19,5,13,6,11,19,20,26,17,7,18,10,18,7,17,19,6,18,27,15,16,23,14,26,28,24,11,7,7,27,2","19,24,9,10,5,29,7,22,19,5,13,6,11,19,20,26,17,7,18,10,18,7,17,19,6,18,27,15,16,23,14,26,28,24,11,7,7,27,2",8240
"26,23,21,19,6,6,13,4,12,11,15,29,16,15,15,9,16,23,14,18,17,7,6,2","26,23,21,19,6,6,13,4,12,11,15,29,16,15,15,9,16,23,14,18,17,7,6,2",8241
"11,16,27,9,26,8,22,6,13,11,22,9,13,12,23,10,7,20,9,9,2","11,16,27,9,26,8,22,6,13,11,22,9,13,12,23,10,7,20,9,9,2",8242
"18,20,29,27,16,18,9,15,10,2","18,20,29,27,16,18,9,15,10,2",8243
"29,11,19,4,13,12,13,5,2","29,11,19,4,13,12,13,5,2",8244
"7,27,17,5,14,19,24,16,9,20,19,11,17,14,9,11,15,15,20,20,6,6,7,20,8,29,19,19,18,26,22,8,21,23,15,24,8,25,5,6,7,26,2","7,27,17,5,14,19,24,16,9,20,19,11,17,14,9,11,15,15,20,20,6,6,7,20,8,29,19,19,18,26,22,8,21,23,15,24,8,25,5,6,7,26,2",8245
"29,26,26,23,20,24,6,27,17,2","29,26,26,23,20,24,6,27,17,2",8246
"7,16,10,29,25,6,16,21,24,26,23,26,23,12,7,7,5,11,19,25,14,6,13,25,17,13,4,16,6,12,9,18,28,16,7,10,4,8,6,16,17,12,27,4,9,2","7,16,10,29,25,6,16,21,24,26,23,26,23,12,7,7,5,11,19,25,14,6,13,25,17,13,4,16,6,12,9,18,28,16,7,10,4,8,6,16,17,12,27,4,9,2",8247
"10,15,20,20,24,25,17,23,14,19,20,8,19,25,21,20,26,13,9,24,11,9,26,8,25,7,28,26,18,16,14,21,7,24,22,8,10,8,17,23,5,17,8,12,16,11,9,2","10,15,20,20,24,25,17,23,14,19,20,8,19,25,21,20,26,13,9,24,11,9,26,8,25,7,28,26,18,16,14,21,7,24,22,8,10,8,17,23,5,17,8,12,16,11,9,2",8248
"9,21,8,23,22,17,26,17,14,4,8,27,23,6,17,7,28,11,26,26,5,16,6,24,27,10,9,15,19,28,26,14,22,27,11,8,8,13,21,23,18,7,23,24,22,25,8,9,2","9,21,8,23,22,17,26,17,14,4,8,27,23,6,17,7,28,11,26,26,5,16,6,24,27,10,9,15,19,28,26,14,22,27,11,8,8,13,21,23,18,7,23,24,22,25,8,9,2",8249
"20,12,19,5,10,8,18,12,28,17,19,19,12,7,28,12,23,6,29,14,8,8,4,18,18,4,22,5,10,9,19,29,26,15,2","20,12,19,5,10,8,18,12,28,17,19,19,12,7,28,12,23,6,29,14,8,8,4,18,18,4,22,5,10,9,19,29,26,15,2",8250
"9,26,25,10,24,27,17,9,12,27,14,27,28,29,20,18,24,29,18,24,10,4,17,13,22,23,20,21,4,4,20,12,14,2","9,26,25,10,24,27,17,9,12,27,14,27,28,29,20,18,24,29,18,24,10,4,17,13,22,23,20,21,4,4,20,12,14,2",8251
"29,28,8,21,12,15,19,23,20,11,29,23,19,21,11,13,29,19,2","29,28,8,21,12,15,19,23,20,11,29,23,19,21,11,13,29,19,2",8252
"16,29,13,28,18,19,19,7,12,25,16,24,26,15,21,27,22,9,28,18,18,2","16,29,13,28,18,19,19,7,12,25,16,24,26,15,21,27,22,9,28,18,18,2",8253
"16,20,25,10,4,15,7,23,23,13,14,26,17,10,12,14,24,26,29,7,20,16,5,10,28,11,9,15,23,27,10,2","16,20,25,10,4,15,7,23,23,13,14,26,17,10,12,14,24,26,29,7,20,16,5,10,28,11,9,15,23,27,10,2",8254
"15,24,10,11,17,4,25,9,25,27,23,18,15,6,24,19,8,11,26,4,10,22,6,25,23,10,27,22,22,16,13,22,6,13,28,13,17,29,21,2","15,24,10,11,17,4,25,9,25,27,23,18,15,6,24,19,8,11,26,4,10,22,6,25,23,10,27,22,22,16,13,22,6,13,28,13,17,29,21,2",8255
"16,13,8,14,4,5,2","16,13,8,14,4,5,2",8256
"19,23,14,25,17,27,29,23,18,26,12,21,20,12,9,2","19,23,14,25,17,27,29,23,18,26,12,21,20,12,9,2",8257
"19,13,15,21,25,2","19,13,15,21,25,2",8258
"20,21,22,29,19,18,24,17,20,27,14,5,12,8,5,29,7,18,11,14,21,15,17,18,23,24,14,23,6,25,4,20,23,5,11,25,14,24,13,22,10,6,14,21,21,25,2","20,21,22,29,19,18,24,17,20,27,14,5,12,8,5,29,7,18,11,14,21,15,17,18,23,24,14,23,6,25,4,20,23,5,11,25,14,24,13,22,10,6,14,21,21,25,2",8259
"25,28,7,7,23,2","25,28,7,7,23,2",8260
"4,10,18,14,15,11,27,13,24,28,7,19,21,26,10,10,8,10,21,24,16,6,17,27,16,4,19,12,5,7,29,9,26,8,11,28,16,10,2","4,10,18,14,15,11,27,13,24,28,7,19,21,26,10,10,8,10,21,24,16,6,17,27,16,4,19,12,5,7,29,9,26,8,11,28,16,10,2",8261
"5,13,8,8,21,26,23,21,21,8,21,21,23,22,24,17,11,20,23,11,6,11,27,28,13,13,16,13,26,29,6,27,22,17,26,29,15,11,2","5,13,8,8,21,26,23,21,21,8,21,21,23,22,24,17,11,20,23,11,6,11,27,28,13,13,16,13,26,29,6,27,22,17,26,29,15,11,2",8262
"23,5,16,16,10,28,9,27,29,11,18,27,28,29,26,24,27,21,12,10,12,10,15,9,21,5,26,26,2","23,5,16,16,10,28,9,27,29,11,18,27,28,29,26,24,27,21,12,10,12,10,15,9,21,5,26,26,2",8263
"27,20,14,7,5,8,9,26,4,15,22,9,13,28,22,15,11,21,15,22,27,9,21,13,12,27,10,12,20,17,19,28,6,13,29,25,15,23,18,27,23,26,25,24,26,29,7,4,2","27,20,14,7,5,8,9,26,4,15,22,9,13,28,22,15,11,21,15,22,27,9,21,13,12,27,10,12,20,17,19,28,6,13,29,25,15,23,18,27,23,26,25,24,26,29,7,4,2",8264
"21,11,4,5,28,17,6,18,14,22,15,20,14,21,15,28,2","21,11,4,5,28,17,6,18,14,22,15,20,14,21,15,28,2",8266
"28,20,12,22,15,15,7,20,25,20,4,9,24,4,8,8,6,28,12,12,4,21,19,9,17,22,23,11,13,15,25,19,2","28,20,12,22,15,15,7,20,25,20,4,9,24,4,8,8,6,28,12,12,4,21,19,9,17,22,23,11,13,15,25,19,2",8267
"21,26,25,20,14,24,29,9,15,6,14,6,6,16,6,19,9,23,14,25,10,6,14,12,23,23,6,16,21,24,9,6,14,25,9,27,21,12,8,15,7,7,13,6,19,16,2","21,26,25,20,14,24,29,9,15,6,14,6,6,16,6,19,9,23,14,25,10,6,14,12,23,23,6,16,21,24,9,6,14,25,9,27,21,12,8,15,7,7,13,6,19,16,2",8269
"22,22,7,17,13,20,27,27,28,13,23,7,28,28,27,28,2","22,22,7,17,13,20,27,27,28,13,23,7,28,28,27,28,2",8270
"25,9,10,8,6,16,17,23,5,11,27,9,6,5,12,7,13,15,4,4,8,10,11,4,7,9,14,29,13,18,16,28,23,9,26,20,10,4,26,24,8,2","25,9,10,8,6,16,17,23,5,11,27,9,6,5,12,7,13,15,4,4,8,10,11,4,7,9,14,29,13,18,16,28,23,9,26,20,10,4,26,24,8,2",8271
"7,27,11,15,9,19,21,21,5,12,29,19,29,25,24,28,18,23,14,18,9,20,7,12,7,6,23,12,7,5,6,28,2","7,27,11,15,9,19,21,21,5,12,29,19,29,25,24,28,18,23,14,18,9,20,7,12,7,6,23,12,7,5,6,28,2",8272
"18,12,18,23,21,12,2","18,12,18,23,21,12,2",8273
"11,14,29,11,21,25,7,18,12,21,23,26,27,2","11,14,29,11,21,25,7,18,12,21,23,26,27,2",8274
"7,6,21,17,21,19,16,23,19,29,8,20,25,25,7,15,11,16,10,18,8,19,19,13,25,9,2","7,6,21,17,21,19,16,23,19,29,8,20,25,25,7,15,11,16,10,18,8,19,19,13,25,9,2",8275
"11,5,21,20,25,12,19,15,7,2","11,5,21,20,25,12,19,15,7,2",8276
"23,24,27,19,15,14,18,6,17,20,25,17,28,23,17,18,25,15,11,13,14,17,15,23,18,10,11,15,22,15,27,5,14,29,8,23,29,13,21,23,2","23,24,27,19,15,14,18,6,17,20,25,17,28,23,17,18,25,15,11,13,14,17,15,23,18,10,11,15,22,15,27,5,14,29,8,23,29,13,21,23,2",8277
"14,16,12,14,6,16,27,28,26,8,13,12,12,14,11,5,19,18,13,24,4,17,15,22,5,15,27,27,20,29,14,8,28,14,15,7,2","14,16,12,14,6,16,27,28,26,8,13,12,12,14,11,5,19,18,13,24,4,17,15,22,5,15,27,27,20,29,14,8,28,14,15,7,2",8278
"24,26,6,26,17,25,16,26,11,14,9,24,27,2","24,26,6,26,17,25,16,26,11,14,9,24,27,2",8279
"20,10,4,24,28,18,28,19,11,15,11,13,11,10,28,19,20,18,11,27,13,8,7,16,11,11,17,10,7,21,24,7,2","20,10,4,24,28,18,28,19,11,15,11,13,11,10,28,19,20,18,11,27,13,8,7,16,11,11,17,10,7,21,24,7,2",8280
"28,13,4,8,29,13,21,21,22,24,4,26,18,4,25,27,13,21,19,6,16,6,21,22,14,26,21,2","28,13,4,8,29,13,21,21,22,24,4,26,18,4,25,27,13,21,19,6,16,6,21,22,14,26,21,2",8281
"18,13,7,26,12,9,13,6,8,20,16,16,19,27,2","18,13,7,26,12,9,13,6,8,20,16,16,19,27,2",8282
"10,7,24,6,17,15,16,2","10,7,24,6,17,15,16,2",8283
"5,8,28,20,20,14,23,23,10,17,16,20,24,28,24,7,11,6,22,12,25,27,14,26,5,26,15,24,18,28,13,8,28,23,2","5,8,28,20,20,14,23,23,10,17,16,20,24,28,24,7,11,6,22,12,25,27,14,26,5,26,15,24,18,28,13,8,28,23,2",8284
"28,26,19,16,18,23,21,10,4,11,13,13,27,2","28,26,19,16,18,23,21,10,4,11,13,13,27,2",8285
"4,20,14,4,13,21,29,29,16,19,4,13,8,10,25,12,27,15,6,19,7,22,10,29,11,2","4,20,14,4,13,21,29,29,16,19,4,13,8,10,25,12,27,15,6,19,7,22,10,29,11,2",8286
"12,11,18,27,18,20,16,5,27,4,20,20,26,29,20,17,24,22,23,15,24,2","12,11,18,27,18,20,16,5,27,4,20,20,26,29,20,17,24,22,23,15,24,2",8287
"13,13,12,25,29,18,18,17,18,15,25,21,22,29,24,11,23,5,13,22,28,14,25,10,17,27,6,22,4,25,20,22,25,6,10,18,2","13,13,12,25,29,18,18,17,18,15,25,21,22,29,24,11,23,5,13,22,28,14,25,10,17,27,6,22,4,25,20,22,25,6,10,18,2",8288
"17,20,28,21,8,17,2","17,20,28,21,8,17,2",8289
